,date,province,avg_temp,min_temp,max_temp,day_rain,max_wind,avg_wind,avg_humi,day_sun
0,2020-01-20,Busan,5.1,1.6,9.8,0.0,6.1,2.7,45.6,9.2
1,2020-01-20,Chungcheongbuk-do,0.9,-2.9,5.8,0.0,5.6,2.1,63.3,6.5
2,2020-01-20,Chungcheongnam-do,1.5,-1.9,6.5,0.3,5.0,1.7,67.6,3.9
3,2020-01-20,Daegu,4.6,2.4,8.1,0.0,6.4,3.3,44.1,7.2
4,2020-01-20,Daejeon,3.4,-0.9,8.1,0.0,5.5,2.2,57.3,6.9
5,2020-01-20,Gangwon-do,3.7,1.1,7.5,0.0,5.2,3.1,38.8,8.7
6,2020-01-20,Gwangju,4.0,1.2,7.9,0.0,3.3,1.2,63.1,5.4
7,2020-01-20,Gyeonggi-do,1.2,-2.8,5.7,0.0,6.4,2.5,68.5,7.4
8,2020-01-20,Gyeongsangbuk-do,4.7,1.8,8.6,0.0,4.5,2.3,49.6,6.6
9,2020-01-20,Gyeongsangnam-do,4.9,0.4,10.1,0.0,5.9,2.6,51.6,8.6
10,2020-01-20,Incheon,1.2,-2.1,5.1,0.0,8.6,3.8,56.0,9.3
11,2020-01-20,Jeju-do,8.4,7.1,10.9,0.0,6.0,4.6,50.3,3.6
12,2020-01-20,Jeollabuk-do,3.5,-0.3,8.0,0.0,6.6,2.1,61.1,5.0
13,2020-01-20,Jeollanam-do,4.9,2.8,8.8,0.0,10.2,4.2,55.8,8.1
14,2020-01-20,Sejong,2.2,-1.2,7.2,0.0,4.9,1.8,57.9,6.9
15,2020-01-20,Seoul,0.7,-3.3,5.5,0.0,5.7,2.5,46.8,8.7
16,2020-01-20,Ulsan,4.3,-0.5,9.2,0.0,3.6,1.7,48.5,8.8
17,2020-01-21,Busan,5.0,0.1,10.3,0.0,5.9,2.2,47.5,9.8
18,2020-01-21,Chungcheongbuk-do,-2.3,-8.4,5.0,0.0,2.8,0.9,53.9,8.5
19,2020-01-21,Chungcheongnam-do,-1.2,-7.6,5.5,0.0,2.6,0.9,53.3,9.3
20,2020-01-21,Daegu,1.9,-2.0,7.9,0.0,4.7,1.7,36.0,9.4
21,2020-01-21,Daejeon,0.5,-5.3,7.5,0.0,2.5,1.0,45.3,9.3
22,2020-01-21,Gangwon-do,2.8,-1.9,7.8,0.0,3.8,2.3,42.0,9.2
23,2020-01-21,Gwangju,3.6,-2.2,10.7,0.0,4.4,1.9,38.8,9.2
24,2020-01-21,Gyeonggi-do,-0.7,-5.9,5.4,0.0,2.7,1.0,61.4,9.3
25,2020-01-21,Gyeongsangbuk-do,0.8,-4.5,7.6,0.0,2.2,0.9,44.1,7.6
26,2020-01-21,Gyeongsangnam-do,3.9,-0.7,10.5,0.0,4.1,2.0,50.6,9.3
27,2020-01-21,Incheon,-0.3,-4.0,3.4,0.0,4.3,2.3,49.9,9.3
28,2020-01-21,Jeju-do,7.4,4.9,10.5,0.0,4.5,2.7,57.8,8.9
29,2020-01-21,Jeollabuk-do,1.5,-4.3,7.8,0.0,2.9,1.1,47.9,9.5
30,2020-01-21,Jeollanam-do,3.9,-0.7,7.8,0.0,9.3,3.6,47.0,8.9
31,2020-01-21,Sejong,-0.3,-5.6,5.3,0.0,3.3,0.9,41.9,8.2
32,2020-01-21,Seoul,-0.4,-5.6,5.5,0.0,3.5,1.4,36.9,9.2
33,2020-01-21,Ulsan,3.2,-1.6,8.6,0.0,4.2,2.1,51.0,9.2
34,2020-01-22,Busan,7.7,4.8,9.3,9.6,5.6,1.8,82.3,0.0
35,2020-01-22,Chungcheongbuk-do,0.7,-3.0,3.9,0.0,2.1,0.4,63.6,0.0
36,2020-01-22,Chungcheongnam-do,1.2,-2.5,4.4,0.0,2.7,0.7,64.4,0.0
37,2020-01-22,Daegu,2.9,0.2,5.7,3.5,1.9,0.8,65.9,0.0
38,2020-01-22,Daejeon,2.4,-0.2,3.6,0.7,1.7,0.7,69.5,0.0
39,2020-01-22,Gangwon-do,7.1,4.7,9.8,0.0,6.3,2.7,31.9,0.2
40,2020-01-22,Gwangju,5.4,3.1,6.7,9.2,4.3,1.3,82.5,0.0
41,2020-01-22,Gyeonggi-do,2.1,-1.3,5.1,0.0,4.3,1.1,72.4,0.2
42,2020-01-22,Gyeongsangbuk-do,2.2,-0.3,4.4,1.2,1.8,0.4,64.9,0.0
43,2020-01-22,Gyeongsangnam-do,4.9,2.9,6.7,10.0,3.8,1.4,79.6,0.0
44,2020-01-22,Incheon,3.0,0.0,7.2,0.0,5.3,1.6,53.4,4.8
45,2020-01-22,Jeju-do,11.4,8.6,13.5,25.8,2.8,1.0,85.1,0.0
46,2020-01-22,Jeollabuk-do,3.5,0.9,4.8,1.5,2.1,0.5,74.6,0.0
47,2020-01-22,Jeollanam-do,6.3,5.5,7.0,19.6,10.0,6.2,82.3,0.0
48,2020-01-22,Sejong,1.5,-0.9,3.3,0.4,2.3,0.7,58.4,0.0
49,2020-01-22,Seoul,3.0,-0.1,7.8,0.0,3.2,1.7,36.0,3.7
50,2020-01-22,Ulsan,5.6,2.0,8.3,9.8,3.3,1.1,79.5,0.0
51,2020-01-23,Busan,8.8,8.1,10.1,4.9,5.7,2.6,97.1,0.0
52,2020-01-23,Chungcheongbuk-do,3.4,-1.4,11.7,0.0,2.2,0.8,64.6,7.6
53,2020-01-23,Chungcheongnam-do,4.3,-2.1,11.5,0.0,3.7,1.3,66.3,8.4
54,2020-01-23,Daegu,5.0,2.7,8.6,7.5,2.1,0.8,95.4,0.1
55,2020-01-23,Daejeon,6.1,2.7,13.0,0.6,3.3,1.0,62.5,5.5
56,2020-01-23,Gangwon-do,7.2,3.4,12.5,0.0,3.9,2.0,54.5,8.7
57,2020-01-23,Gwangju,7.5,5.3,12.3,1.1,4.6,1.1,85.1,1.9
58,2020-01-23,Gyeonggi-do,4.1,-1.4,10.7,0.0,4.6,1.5,71.6,8.4
59,2020-01-23,Gyeongsangbuk-do,4.2,1.7,8.5,6.2,1.7,0.6,98.5,0.0
60,2020-01-23,Gyeongsangnam-do,6.5,4.5,8.2,4.5,4.6,2.6,95.1,0.0
61,2020-01-23,Incheon,4.1,1.1,8.2,0.0,6.3,3.5,60.6,8.7
62,2020-01-23,Jeju-do,11.2,10.5,13.6,0.7,4.9,2.3,87.3,0.1
63,2020-01-23,Jeollabuk-do,6.3,3.4,12.4,3.4,3.0,1.1,72.0,4.3
64,2020-01-23,Jeollanam-do,8.6,6.7,10.2,0.9,8.2,3.4,94.0,0.5
65,2020-01-23,Sejong,5.8,2.8,11.8,0.0,3.5,1.2,50.4,7.0
66,2020-01-23,Seoul,4.6,0.0,9.9,0.0,4.7,2.0,49.3,8.8
67,2020-01-23,Ulsan,7.6,5.8,8.6,6.7,3.9,2.1,97.4,0.0
68,2020-01-24,Busan,10.2,5.9,15.9,0.0,4.3,2.4,64.0,8.5
69,2020-01-24,Chungcheongbuk-do,1.3,-4.2,10.2,0.0,1.5,0.6,76.4,8.1
70,2020-01-24,Chungcheongnam-do,2.2,-3.2,9.3,0.0,2.9,0.8,79.6,8.4
71,2020-01-24,Daegu,6.1,0.5,11.8,0.0,5.5,1.9,80.3,5.7
72,2020-01-24,Daejeon,4.4,-0.7,11.3,0.0,2.5,0.8,65.6,8.7
73,2020-01-24,Gangwon-do,4.4,2.5,7.2,7.0,3.6,1.4,76.4,0.2
74,2020-01-24,Gwangju,7.1,2.5,12.7,0.0,3.4,1.2,57.8,7.7
75,2020-01-24,Gyeonggi-do,2.4,-2.2,9.2,0.0,3.4,1.4,85.0,8.5
76,2020-01-24,Gyeongsangbuk-do,4.2,-0.2,10.9,0.0,1.9,0.5,86.3,7.4
77,2020-01-24,Gyeongsangnam-do,8.5,3.2,14.5,0.0,4.5,1.8,74.8,7.1
78,2020-01-24,Incheon,2.3,-0.1,5.0,0.0,5.4,3.5,65.4,8.8
79,2020-01-24,Jeju-do,11.3,9.5,12.7,0.0,4.5,2.5,64.5,0.7
80,2020-01-24,Jeollabuk-do,4.9,0.5,10.6,0.0,2.4,0.9,68.6,8.0
81,2020-01-24,Jeollanam-do,9.0,5.5,11.8,0.0,6.4,2.8,62.8,7.4
82,2020-01-24,Sejong,4.0,-0.5,9.8,0.0,2.1,0.8,62.6,8.0
83,2020-01-24,Seoul,2.8,-1.3,7.4,0.0,3.7,1.7,63.0,8.8
84,2020-01-24,Ulsan,8.0,4.1,12.9,1.7,3.4,2.2,78.4,6.9
85,2020-01-25,Busan,9.1,8.0,11.6,0.0,4.5,2.9,66.0,0.1
86,2020-01-25,Chungcheongbuk-do,2.3,-2.8,9.6,0.0,1.6,0.6,81.3,2.9
87,2020-01-25,Chungcheongnam-do,2.7,-2.7,9.8,0.0,1.6,0.3,85.6,1.9
88,2020-01-25,Daegu,7.2,5.4,9.8,0.0,4.1,1.9,68.8,0.0
89,2020-01-25,Daejeon,5.2,0.5,10.5,0.0,1.5,0.7,75.6,1.8
90,2020-01-25,Gangwon-do,5.7,2.1,10.1,0.0,3.9,1.4,82.3,2.5
91,2020-01-25,Gwangju,7.4,4.1,10.9,0.0,1.4,0.4,71.5,0.0
92,2020-01-25,Gyeonggi-do,2.8,-2.2,9.1,0.0,2.5,0.9,90.8,2.9
93,2020-01-25,Gyeongsangbuk-do,5.6,2.5,9.8,0.0,1.7,0.6,90.8,0.7
94,2020-01-25,Gyeongsangnam-do,9.0,7.6,11.3,0.0,3.0,1.2,67.8,0.4
95,2020-01-25,Incheon,2.9,-0.2,6.8,0.0,4.1,2.7,66.9,3.7
96,2020-01-25,Jeju-do,11.9,10.6,14.0,1.0,6.3,3.2,77.9,0.0
97,2020-01-25,Jeollabuk-do,4.9,1.0,8.8,0.0,1.9,0.6,74.3,0.0
98,2020-01-25,Jeollanam-do,8.8,7.9,9.6,0.0,7.4,4.9,72.6,0.0
99,2020-01-25,Sejong,4.6,0.1,10.2,0.0,1.7,0.5,71.6,1.8
100,2020-01-25,Seoul,4.3,0.6,8.8,0.0,3.9,1.5,63.1,3.6
101,2020-01-25,Ulsan,8.2,6.8,9.9,0.1,3.6,1.8,71.1,0.0
102,2020-01-26,Busan,9.5,7.4,13.8,0.0,6.5,3.9,64.0,3.2
103,2020-01-26,Chungcheongbuk-do,4.7,-2.3,11.3,0.0,4.7,1.8,68.3,6.3
104,2020-01-26,Chungcheongnam-do,5.2,-1.8,11.4,0.0,4.7,1.9,70.9,4.8
105,2020-01-26,Daegu,6.7,1.7,11.2,0.1,6.1,2.3,74.1,2.4
106,2020-01-26,Daejeon,6.5,1.0,11.5,0.0,7.5,2.6,71.1,4.7
107,2020-01-26,Gangwon-do,5.2,3.5,6.4,7.2,2.8,1.4,80.6,0.1
108,2020-01-26,Gwangju,8.2,3.8,11.7,0.0,4.4,1.7,68.1,2.2
109,2020-01-26,Gyeonggi-do,5.3,-2.7,11.9,0.0,5.2,2.0,74.3,7.4
110,2020-01-26,Gyeongsangbuk-do,5.8,0.2,11.1,0.1,2.9,0.9,82.4,2.5
111,2020-01-26,Gyeongsangnam-do,9.0,5.9,12.9,0.0,2.8,1.6,68.8,2.5
112,2020-01-26,Incheon,5.4,-0.2,10.3,0.0,8.1,4.0,55.3,7.3
113,2020-01-26,Jeju-do,11.6,10.6,13.0,10.1,7.1,4.0,74.0,0.0
114,2020-01-26,Jeollabuk-do,7.1,1.4,11.9,0.0,4.3,1.3,67.4,3.2
115,2020-01-26,Jeollanam-do,8.9,7.2,10.4,0.0,10.5,5.9,66.5,2.0
116,2020-01-26,Sejong,6.1,0.7,11.0,0.0,5.4,1.7,65.9,4.4
117,2020-01-26,Seoul,5.5,-0.2,11.9,0.0,6.1,2.7,56.3,7.3
118,2020-01-26,Ulsan,8.2,5.4,10.6,0.4,4.8,2.9,78.0,1.3
119,2020-01-27,Busan,6.7,4.8,10.0,73.3,9.5,6.0,96.0,0.0
120,2020-01-27,Chungcheongbuk-do,5.4,2.7,7.7,5.5,5.8,2.8,68.4,0.0
121,2020-01-27,Chungcheongnam-do,5.7,2.6,8.0,1.9,6.5,3.5,69.4,0.0
122,2020-01-27,Daegu,6.2,4.5,8.5,19.5,7.7,4.1,85.3,0.0
123,2020-01-27,Daejeon,6.0,3.2,8.2,7.5,6.3,3.4,76.8,0.0
124,2020-01-27,Gangwon-do,6.6,5.8,7.3,3.2,3.9,2.4,69.6,0.0
125,2020-01-27,Gwangju,6.0,4.1,8.9,14.3,5.1,2.0,94.5,0.0
126,2020-01-27,Gyeonggi-do,5.9,3.5,8.1,1.4,5.0,2.8,71.5,0.0
127,2020-01-27,Gyeongsangbuk-do,6.0,4.8,7.5,13.4,2.5,1.2,96.1,0.0
128,2020-01-27,Gyeongsangnam-do,6.3,4.0,10.0,49.5,4.2,2.4,87.0,0.0
129,2020-01-27,Incheon,5.9,4.0,7.8,0.6,8.1,5.3,56.1,0.0
130,2020-01-27,Jeju-do,9.8,8.1,11.5,60.3,11.3,6.6,84.1,0.0
131,2020-01-27,Jeollabuk-do,6.1,3.8,9.7,3.5,4.6,2.9,78.8,0.0
132,2020-01-27,Jeollanam-do,6.8,5.4,9.0,15.0,12.0,8.0,83.6,0.0
133,2020-01-27,Sejong,5.5,2.9,7.9,3.0,4.9,2.6,67.6,0.0
134,2020-01-27,Seoul,5.9,4.8,7.5,0.1,7.0,4.6,48.1,0.0
135,2020-01-27,Ulsan,7.4,5.6,9.7,113.6,6.8,4.8,90.4,0.0
136,2020-01-28,Busan,8.9,6.0,13.1,0.3,6.2,3.8,69.6,7.0
137,2020-01-28,Chungcheongbuk-do,4.8,1.2,9.1,0.1,4.1,0.6,78.9,0.3
138,2020-01-28,Chungcheongnam-do,6.1,2.1,10.6,0.0,4.7,1.1,74.4,2.0
139,2020-01-28,Daegu,7.4,4.5,11.1,0.0,3.5,1.3,75.0,0.1
140,2020-01-28,Daejeon,6.3,2.8,10.5,0.0,2.3,0.8,78.6,2.0
141,2020-01-28,Gangwon-do,6.7,5.4,8.2,5.8,4.8,2.9,73.3,0.0
142,2020-01-28,Gwangju,7.3,3.7,13.0,0.0,2.8,1.0,81.9,4.5
143,2020-01-28,Gyeonggi-do,7.4,3.9,11.0,0.1,3.4,1.7,70.4,0.9
144,2020-01-28,Gyeongsangbuk-do,7.4,4.2,10.8,0.0,1.5,0.8,84.5,1.7
145,2020-01-28,Gyeongsangnam-do,8.0,5.2,11.3,0.0,4.1,2.3,76.5,0.9
146,2020-01-28,Incheon,7.2,4.1,10.4,0.0,6.1,3.6,55.5,2.1
147,2020-01-28,Jeju-do,9.9,9.1,11.1,0.0,5.5,3.3,73.4,0.0
148,2020-01-28,Jeollabuk-do,6.8,3.2,11.1,0.1,2.8,1.1,76.4,0.1
149,2020-01-28,Jeollanam-do,9.1,6.8,11.3,0.0,6.6,2.8,64.9,3.5
150,2020-01-28,Sejong,6.4,2.8,10.4,0.0,2.3,0.9,68.5,0.7
151,2020-01-28,Seoul,6.8,4.3,9.9,0.0,5.4,2.6,49.4,0.0
152,2020-01-28,Ulsan,7.5,6.3,8.9,5.0,4.9,3.6,82.4,2.1
153,2020-01-29,Busan,8.5,6.6,13.0,0.0,4.9,2.2,59.6,3.7
154,2020-01-29,Chungcheongbuk-do,4.0,-2.4,10.3,0.0,4.6,1.3,69.5,5.2
155,2020-01-29,Chungcheongnam-do,5.8,1.7,10.1,0.0,4.2,1.4,66.0,4.7
156,2020-01-29,Daegu,6.2,3.6,9.8,0.5,3.4,1.3,75.0,0.8
157,2020-01-29,Daejeon,6.7,4.2,10.0,0.0,2.1,0.9,64.0,0.7
158,2020-01-29,Gangwon-do,5.6,4.6,7.9,1.1,4.6,1.8,73.9,0.0
159,2020-01-29,Gwangju,6.6,5.4,8.8,0.0,2.5,1.0,84.9,0.0
160,2020-01-29,Gyeonggi-do,6.2,1.0,11.4,0.0,3.3,1.2,68.0,6.9
161,2020-01-29,Gyeongsangbuk-do,6.5,4.2,9.7,0.0,1.5,0.6,82.6,0.8
162,2020-01-29,Gyeongsangnam-do,8.1,5.6,12.0,0.2,3.2,1.3,67.1,3.1
163,2020-01-29,Incheon,5.5,3.0,8.9,0.0,4.8,3.0,61.0,6.4
164,2020-01-29,Jeju-do,9.6,8.5,11.3,0.0,6.6,4.2,67.8,0.7
165,2020-01-29,Jeollabuk-do,6.7,4.9,10.4,0.7,3.7,1.1,79.0,0.4
166,2020-01-29,Jeollanam-do,7.5,6.1,8.9,3.1,4.4,2.1,80.0,0.4
167,2020-01-29,Sejong,6.5,4.4,10.1,0.0,3.2,1.4,54.6,1.5
168,2020-01-29,Seoul,6.0,3.2,9.6,0.0,3.6,2.1,46.4,3.1
169,2020-01-29,Ulsan,7.0,3.5,11.0,0.0,4.2,2.5,68.4,2.4
170,2020-01-30,Busan,7.1,4.2,12.9,0.0,4.0,2.3,55.3,4.8
171,2020-01-30,Chungcheongbuk-do,4.4,-1.3,9.5,0.0,4.0,1.4,64.0,6.5
172,2020-01-30,Chungcheongnam-do,4.0,-1.3,10.4,0.0,3.0,0.8,67.6,4.7
173,2020-01-30,Daegu,5.7,3.1,9.3,0.0,4.6,1.6,67.9,3.7
174,2020-01-30,Daejeon,6.1,3.2,10.6,0.0,2.4,1.0,64.1,3.7
175,2020-01-30,Gangwon-do,2.6,1.0,5.9,17.4,4.2,1.9,86.8,0.0
176,2020-01-30,Gwangju,5.9,3.7,10.1,0.0,3.3,1.2,73.1,5.7
177,2020-01-30,Gyeonggi-do,5.3,0.7,10.5,0.0,4.0,1.5,71.6,6.5
178,2020-01-30,Gyeongsangbuk-do,6.3,2.7,10.9,0.0,2.0,0.8,69.5,3.5
179,2020-01-30,Gyeongsangnam-do,6.7,3.2,12.0,0.5,4.0,1.4,62.1,5.7
180,2020-01-30,Incheon,4.9,2.4,9.0,0.0,5.0,2.4,59.9,9.4
181,2020-01-30,Jeju-do,8.3,7.5,10.2,0.1,9.1,5.3,61.8,0.6
182,2020-01-30,Jeollabuk-do,5.1,2.2,9.4,0.0,4.3,1.3,76.6,3.8
183,2020-01-30,Jeollanam-do,6.4,5.0,9.1,0.3,7.5,3.3,73.1,4.5
184,2020-01-30,Sejong,5.6,2.5,10.4,0.0,3.3,0.9,54.4,5.6
185,2020-01-30,Seoul,5.2,1.4,10.4,0.0,3.0,1.8,47.0,5.5
186,2020-01-30,Ulsan,5.6,3.4,8.2,0.0,4.4,2.6,67.5,4.5
187,2020-01-31,Busan,6.3,2.3,11.2,0.0,5.0,2.0,51.8,8.4
188,2020-01-31,Chungcheongbuk-do,3.0,0.0,6.9,0.1,2.7,1.1,74.0,2.8
189,2020-01-31,Chungcheongnam-do,2.5,-2.0,8.2,0.0,4.0,1.1,75.8,4.5
190,2020-01-31,Daegu,4.4,0.9,8.3,0.0,3.5,1.1,66.8,1.8
191,2020-01-31,Daejeon,3.7,0.1,7.5,0.0,2.3,1.0,72.3,1.5
192,2020-01-31,Gangwon-do,3.2,0.1,8.1,0.0,3.4,1.7,79.3,7.0
193,2020-01-31,Gwangju,4.3,1.6,8.5,0.0,3.2,1.1,68.5,2.6
194,2020-01-31,Gyeonggi-do,2.9,-0.5,7.5,0.0,4.2,1.6,89.5,3.8
195,2020-01-31,Gyeongsangbuk-do,5.0,2.3,9.5,0.0,2.6,1.0,74.3,3.4
196,2020-01-31,Gyeongsangnam-do,5.9,1.8,11.2,0.0,5.0,1.8,60.1,8.0
197,2020-01-31,Incheon,3.4,1.7,6.5,0.0,5.0,2.5,73.5,8.6
198,2020-01-31,Jeju-do,7.2,5.9,8.0,0.0,6.4,3.9,56.9,0.0
199,2020-01-31,Jeollabuk-do,4.2,1.8,8.8,0.0,4.8,1.6,68.3,5.4
200,2020-01-31,Jeollanam-do,5.2,2.9,8.7,0.0,8.5,5.3,63.5,7.5
201,2020-01-31,Sejong,3.3,-0.4,8.8,0.0,3.2,1.1,67.0,3.6
202,2020-01-31,Seoul,3.9,1.4,8.9,0.0,4.4,2.3,59.6,6.1
203,2020-01-31,Ulsan,4.7,1.4,8.7,0.0,3.6,1.7,62.9,3.0
204,2020-02-01,Busan,5.6,1.5,10.4,0.0,5.0,2.4,50.1,9.7
205,2020-02-01,Chungcheongbuk-do,1.3,-1.9,6.5,0.0,3.6,0.8,77.8,2.8
206,2020-02-01,Chungcheongnam-do,0.5,-4.3,7.0,0.0,1.9,0.6,85.6,0.8
207,2020-02-01,Daegu,2.9,-1.8,8.1,0.0,6.5,2.0,67.6,7.1
208,2020-02-01,Daejeon,2.1,-2.5,7.3,0.0,2.5,0.9,79.0,0.7
209,2020-02-01,Gangwon-do,4.8,0.4,9.1,0.0,5.4,2.9,52.3,9.3
210,2020-02-01,Gwangju,3.9,-1.0,9.0,0.0,2.1,0.7,74.3,4.3
211,2020-02-01,Gyeonggi-do,1.9,-2.2,7.7,0.0,4.7,1.6,91.3,4.4
212,2020-02-01,Gyeongsangbuk-do,2.7,-2.1,7.7,0.0,3.1,1.1,80.3,3.0
213,2020-02-01,Gyeongsangnam-do,4.9,0.7,10.0,0.0,5.5,2.4,58.9,9.3
214,2020-02-01,Incheon,3.0,-0.2,7.3,0.0,4.9,2.4,67.3,6.4
215,2020-02-01,Jeju-do,8.2,4.5,10.9,0.0,4.1,2.6,60.3,4.6
216,2020-02-01,Jeollabuk-do,3.6,-1.3,8.7,0.0,3.8,1.5,72.5,2.8
217,2020-02-01,Jeollanam-do,5.3,1.4,9.1,0.0,12.5,5.6,58.5,8.5
218,2020-02-01,Sejong,1.5,-4.3,7.2,0.0,2.4,0.9,75.6,1.9
219,2020-02-01,Seoul,2.6,-1.2,7.6,0.0,4.7,1.7,66.6,5.3
220,2020-02-01,Ulsan,4.1,0.2,8.6,0.0,4.7,2.4,60.1,9.3
221,2020-02-02,Busan,7.1,3.3,11.7,0.0,5.6,2.1,49.9,9.7
222,2020-02-02,Chungcheongbuk-do,0.9,-2.8,6.0,0.0,2.7,0.7,74.0,6.1
223,2020-02-02,Chungcheongnam-do,0.4,-4.9,6.7,0.0,2.9,0.8,73.3,6.8
224,2020-02-02,Daegu,3.6,-1.7,9.5,0.0,3.4,1.2,61.5,8.3
225,2020-02-02,Daejeon,1.8,-2.3,7.6,0.0,2.4,0.9,71.5,6.8
226,2020-02-02,Gangwon-do,5.0,1.4,9.8,0.0,7.0,2.9,45.1,8.5
227,2020-02-02,Gwangju,4.0,0.6,9.3,0.0,2.7,0.9,66.1,9.3
228,2020-02-02,Gyeonggi-do,1.0,-3.5,5.8,0.0,3.4,1.2,79.8,6.8
229,2020-02-02,Gyeongsangbuk-do,3.1,-1.9,9.3,0.0,2.2,0.7,69.6,8.3
230,2020-02-02,Gyeongsangnam-do,6.0,1.0,12.0,0.0,4.3,1.4,58.9,9.2
231,2020-02-02,Incheon,1.4,-1.3,4.3,0.0,5.7,2.4,55.0,5.0
232,2020-02-02,Jeju-do,7.7,6.0,10.7,0.0,4.2,2.5,61.8,5.3
233,2020-02-02,Jeollabuk-do,2.5,-1.1,7.4,0.0,3.3,1.2,68.6,7.8
234,2020-02-02,Jeollanam-do,5.9,2.5,10.0,0.0,8.2,3.9,55.6,9.0
235,2020-02-02,Sejong,1.3,-3.7,6.6,0.0,2.3,0.9,67.4,6.2
236,2020-02-02,Seoul,1.5,-2.1,5.3,0.0,4.7,1.8,52.3,4.8
237,2020-02-02,Ulsan,5.3,-1.2,11.6,0.0,4.1,1.8,55.4,9.4
238,2020-02-03,Busan,5.6,2.4,10.4,0.0,4.7,2.2,42.8,9.7
239,2020-02-03,Chungcheongbuk-do,0.1,-5.3,4.5,0.0,5.0,2.1,55.5,9.0
240,2020-02-03,Chungcheongnam-do,0.1,-4.0,4.3,0.0,4.5,1.7,61.8,9.4
241,2020-02-03,Daegu,3.1,0.3,7.5,0.0,5.5,2.9,45.6,7.2
242,2020-02-03,Daejeon,1.5,-3.6,5.9,0.0,3.6,1.6,58.0,8.4
243,2020-02-03,Gangwon-do,3.2,0.7,6.8,0.0,6.7,3.4,35.3,9.3
244,2020-02-03,Gwangju,2.0,-1.3,6.6,0.0,3.6,1.3,65.8,6.0
245,2020-02-03,Gyeonggi-do,-0.1,-2.9,3.0,0.1,5.7,2.6,70.8,9.6
246,2020-02-03,Gyeongsangbuk-do,2.7,-1.5,7.2,0.0,2.7,1.4,53.3,6.9
247,2020-02-03,Gyeongsangnam-do,4.8,1.3,9.7,0.0,4.6,2.3,48.4,9.1
248,2020-02-03,Incheon,-0.3,-2.3,1.8,0.0,6.7,3.9,50.5,9.8
249,2020-02-03,Jeju-do,6.9,5.1,9.3,0.0,5.9,3.0,65.0,0.7
250,2020-02-03,Jeollabuk-do,1.5,-1.6,6.8,0.0,5.2,2.1,63.3,7.1
251,2020-02-03,Jeollanam-do,4.5,1.6,7.9,0.0,9.3,5.8,53.0,9.0
252,2020-02-03,Sejong,0.8,-2.7,5.2,0.0,4.8,1.9,52.6,8.4
253,2020-02-03,Seoul,-0.4,-2.9,3.0,0.0,5.7,3.1,43.6,9.6
254,2020-02-03,Ulsan,4.1,1.2,8.2,0.0,4.5,3.0,41.9,7.7
255,2020-02-04,Busan,5.2,0.3,10.1,0.0,6.3,3.9,34.0,9.9
256,2020-02-04,Chungcheongbuk-do,-1.4,-8.9,4.9,0.8,3.8,1.2,64.5,8.6
257,2020-02-04,Chungcheongnam-do,-1.0,-8.5,5.5,0.6,4.6,1.4,69.5,9.4
258,2020-02-04,Daegu,1.9,-4.3,7.7,0.0,4.3,1.8,42.5,9.8
259,2020-02-04,Daejeon,0.4,-5.8,7.2,0.7,2.9,1.1,61.9,9.6
260,2020-02-04,Gangwon-do,2.7,-1.8,6.9,0.0,5.4,3.4,37.6,9.3
261,2020-02-04,Gwangju,2.1,-3.2,8.2,0.0,3.5,1.5,49.4,9.6
262,2020-02-04,Gyeonggi-do,-1.0,-7.0,5.1,1.1,5.2,2.4,82.0,7.6
263,2020-02-04,Gyeongsangbuk-do,1.7,-4.9,7.4,0.0,2.3,1.1,52.1,8.4
264,2020-02-04,Gyeongsangnam-do,4.1,-1.4,10.3,0.0,5.6,3.1,40.8,9.8
265,2020-02-04,Incheon,-1.3,-4.9,3.3,0.9,8.0,3.8,60.6,6.2
266,2020-02-04,Jeju-do,5.6,2.6,8.2,0.0,3.4,1.7,60.3,8.2
267,2020-02-04,Jeollabuk-do,0.7,-4.8,6.4,0.1,2.9,1.2,57.4,9.5
268,2020-02-04,Jeollanam-do,3.8,-1.0,9.5,0.0,7.7,3.6,46.9,9.4
269,2020-02-04,Sejong,-0.4,-6.7,5.8,0.9,3.7,1.2,59.4,8.8
270,2020-02-04,Seoul,-1.6,-6.0,3.9,1.7,6.2,2.8,50.3,6.4
271,2020-02-04,Ulsan,3.0,-1.9,9.0,0.0,4.4,2.5,34.8,9.1
272,2020-02-05,Busan,1.8,-2.4,5.0,0.0,8.9,3.6,26.0,9.8
273,2020-02-05,Chungcheongbuk-do,-6.2,-9.9,-0.5,0.1,4.6,2.6,47.9,9.2
274,2020-02-05,Chungcheongnam-do,-6.1,-8.7,-0.9,0.0,4.7,2.3,48.1,9.8
275,2020-02-05,Daegu,-1.5,-4.9,3.4,0.0,7.0,4.5,30.8,10.1
276,2020-02-05,Daejeon,-4.6,-8.2,0.8,0.1,4.1,2.4,47.8,9.7
277,2020-02-05,Gangwon-do,-2.1,-5.3,3.8,0.0,5.3,3.0,31.9,9.6
278,2020-02-05,Gwangju,-1.7,-5.6,2.0,0.0,5.1,2.4,44.5,9.8
279,2020-02-05,Gyeonggi-do,-7.2,-9.9,-2.4,0.0,6.2,3.4,58.9,10.2
280,2020-02-05,Gyeongsangbuk-do,-1.9,-5.7,3.5,0.0,4.0,2.2,34.4,8.4
281,2020-02-05,Gyeongsangnam-do,1.3,-3.2,4.9,0.0,6.5,2.9,28.8,9.9
