,date,age,confirmed,deceased
847,2020-06-05,10s,663,0
848,2020-06-05,20s,3198,0
849,2020-06-05,30s,1310,2
850,2020-06-05,40s,1540,3
851,2020-06-05,50s,2086,15
852,2020-06-05,60s,1455,39
853,2020-06-05,70s,751,81
854,2020-06-05,80s,504,133
855,2020-06-06,0s,164,0
856,2020-06-06,10s,664,0
857,2020-06-06,20s,3200,0
858,2020-06-06,30s,1316,2
859,2020-06-06,40s,1551,3
860,2020-06-06,50s,2094,15
861,2020-06-06,60s,1464,39
862,2020-06-06,70s,759,81
863,2020-06-06,80s,507,133
864,2020-06-07,0s,165,0
865,2020-06-07,10s,670,0
866,2020-06-07,20s,3203,0
867,2020-06-07,30s,1322,2
868,2020-06-07,40s,1559,3
869,2020-06-07,50s,2105,15
870,2020-06-07,60s,1476,39
871,2020-06-07,70s,767,81
872,2020-06-07,80s,509,133
873,2020-06-08,0s,166,0
874,2020-06-08,10s,672,0
875,2020-06-08,20s,3208,0
876,2020-06-08,30s,1324,2
877,2020-06-08,40s,1564,3
878,2020-06-08,50s,2111,15
879,2020-06-08,60s,1487,39
880,2020-06-08,70s,770,81
881,2020-06-08,80s,512,133
882,2020-06-09,0s,166,0
883,2020-06-09,10s,672,0
884,2020-06-09,20s,3211,0
885,2020-06-09,30s,1326,2
886,2020-06-09,40s,1568,3
887,2020-06-09,50s,2121,15
888,2020-06-09,60s,1496,39
889,2020-06-09,70s,775,81
890,2020-06-09,80s,517,134
891,2020-06-10,0s,167,0
892,2020-06-10,10s,674,0
893,2020-06-10,20s,3217,0
894,2020-06-10,30s,1335,2
895,2020-06-10,40s,1569,3
896,2020-06-10,50s,2128,15
897,2020-06-10,60s,1512,39
898,2020-06-10,70s,782,81
899,2020-06-10,80s,518,136
900,2020-06-11,0s,168,0
901,2020-06-11,10s,677,0
902,2020-06-11,20s,3223,0
903,2020-06-11,30s,1345,2
904,2020-06-11,40s,1574,3
905,2020-06-11,50s,2137,15
906,2020-06-11,60s,1517,39
907,2020-06-11,70s,787,81
908,2020-06-11,80s,519,136
909,2020-06-12,0s,168,0
910,2020-06-12,10s,677,0
911,2020-06-12,20s,3223,0
912,2020-06-12,30s,1345,2
913,2020-06-12,40s,1574,3
914,2020-06-12,50s,2137,15
915,2020-06-12,60s,1517,39
916,2020-06-12,70s,787,81
917,2020-06-12,80s,519,136
918,2020-06-13,0s,168,0
919,2020-06-13,10s,681,0
920,2020-06-13,20s,3243,0
921,2020-06-13,30s,1354,2
922,2020-06-13,40s,1578,3
923,2020-06-13,50s,2163,15
924,2020-06-13,60s,1538,40
925,2020-06-13,70s,796,81
926,2020-06-13,80s,530,136
927,2020-06-14,0s,168,0
928,2020-06-14,10s,681,0
929,2020-06-14,20s,3251,0
930,2020-06-14,30s,1357,2
931,2020-06-14,40s,1584,3
932,2020-06-14,50s,2170,15
933,2020-06-14,60s,1546,40
934,2020-06-14,70s,797,81
935,2020-06-14,80s,531,136
936,2020-06-16,0s,172,0
937,2020-06-16,10s,682,0
938,2020-06-16,20s,3259,0
939,2020-06-16,30s,1366,2
940,2020-06-16,40s,1599,3
941,2020-06-16,50s,2182,15
942,2020-06-16,60s,1558,40
943,2020-06-16,70s,805,81
944,2020-06-16,80s,532,137
945,2020-06-17,0s,174,0
946,2020-06-17,10s,683,0
947,2020-06-17,20s,3267,0
948,2020-06-17,30s,1380,2
949,2020-06-17,40s,1601,3
950,2020-06-17,50s,2189,15
951,2020-06-17,60s,1561,40
952,2020-06-17,70s,810,81
953,2020-06-17,80s,533,138
954,2020-06-18,0s,175,0
955,2020-06-18,10s,684,0
956,2020-06-18,20s,3277,0
957,2020-06-18,30s,1384,2
958,2020-06-18,40s,1607,3
959,2020-06-18,50s,2198,15
960,2020-06-18,60s,1574,40
961,2020-06-18,70s,817,81
962,2020-06-18,80s,541,139
963,2020-06-19,0s,175,0
964,2020-06-19,10s,686,0
965,2020-06-19,20s,3285,0
966,2020-06-19,30s,1393,2
967,2020-06-19,40s,1610,3
968,2020-06-19,50s,2210,15
969,2020-06-19,60s,1585,40
970,2020-06-19,70s,820,81
971,2020-06-19,80s,542,139
972,2020-06-20,0s,177,0
973,2020-06-20,10s,690,0
974,2020-06-20,20s,3294,0
975,2020-06-20,30s,1406,2
976,2020-06-20,40s,1618,3
977,2020-06-20,50s,2222,15
978,2020-06-20,60s,1598,40
979,2020-06-20,70s,823,81
980,2020-06-20,80s,545,139
981,2020-06-21,0s,177,0
982,2020-06-21,10s,691,0
983,2020-06-21,20s,3299,0
984,2020-06-21,30s,1416,2
985,2020-06-21,40s,1623,3
986,2020-06-21,50s,2230,15
987,2020-06-21,60s,1608,40
988,2020-06-21,70s,829,81
989,2020-06-21,80s,548,139
990,2020-06-22,0s,177,0
991,2020-06-22,10s,692,0
992,2020-06-22,20s,3302,0
993,2020-06-22,30s,1420,2
994,2020-06-22,40s,1624,3
995,2020-06-22,50s,2235,15
996,2020-06-22,60s,1610,40
997,2020-06-22,70s,830,81
998,2020-06-22,80s,548,139
999,2020-06-23,0s,180,0
1000,2020-06-23,10s,692,0
1001,2020-06-23,20s,3306,0
1002,2020-06-23,30s,1429,2
1003,2020-06-23,40s,1633,3
1004,2020-06-23,50s,2244,15
1005,2020-06-23,60s,1617,41
1006,2020-06-23,70s,834,81
1007,2020-06-23,80s,549,139
1008,2020-06-24,0s,182,0
1009,2020-06-24,10s,693,0
1010,2020-06-24,20s,3309,0
1011,2020-06-24,30s,1444,2
1012,2020-06-24,40s,1644,3
1013,2020-06-24,50s,2254,15
1014,2020-06-24,60s,1622,41
1015,2020-06-24,70s,836,81
1016,2020-06-24,80s,551,139
1017,2020-06-25,0s,183,0
1018,2020-06-25,10s,696,0
1019,2020-06-25,20s,3309,0
1020,2020-06-25,30s,1453,2
1021,2020-06-25,40s,1646,3
1022,2020-06-25,50s,2260,15
1023,2020-06-25,60s,1627,41
1024,2020-06-25,70s,838,82
1025,2020-06-25,80s,551,139
1026,2020-06-26,0s,184,0
1027,2020-06-26,10s,698,0
1028,2020-06-26,20s,3317,0
1029,2020-06-26,30s,1463,2
1030,2020-06-26,40s,1651,3
1031,2020-06-26,50s,2264,15
1032,2020-06-26,60s,1633,41
1033,2020-06-26,70s,839,82
1034,2020-06-26,80s,553,139
1035,2020-06-27,0s,185,0
1036,2020-06-27,10s,700,0
1037,2020-06-27,20s,3331,0
1038,2020-06-27,30s,1473,2
1039,2020-06-27,40s,1657,3
1040,2020-06-27,50s,2269,15
1041,2020-06-27,60s,1640,41
1042,2020-06-27,70s,843,82
1043,2020-06-27,80s,555,139
1044,2020-06-28,0s,187,0
1045,2020-06-28,10s,703,0
1046,2020-06-28,20s,3343,0
1047,2020-06-28,30s,1485,2
1048,2020-06-28,40s,1667,3
1049,2020-06-28,50s,2275,15
1050,2020-06-28,60s,1653,41
1051,2020-06-28,70s,846,82
1052,2020-06-28,80s,556,139
1053,2020-06-29,0s,190,0
1054,2020-06-29,10s,704,0
1055,2020-06-29,20s,3352,0
1056,2020-06-29,30s,1490,2
1057,2020-06-29,40s,1673,3
1058,2020-06-29,50s,2280,15
1059,2020-06-29,60s,1665,41
1060,2020-06-29,70s,847,82
1061,2020-06-29,80s,556,139
1062,2020-06-30,0s,193,0
1063,2020-06-30,10s,708,0
1064,2020-06-30,20s,3362,0
1065,2020-06-30,30s,1496,2
1066,2020-06-30,40s,1681,3
1067,2020-06-30,50s,2286,15
1068,2020-06-30,60s,1668,41
1069,2020-06-30,70s,850,82
1070,2020-06-30,80s,556,139
1071,2020-07-01,0s,193,0
1072,2020-07-01,10s,708,0
1073,2020-07-01,20s,3362,0
1074,2020-07-01,30s,1496,2
1075,2020-07-01,40s,1681,3
1076,2020-07-01,50s,2286,15
1077,2020-07-01,60s,1668,41
1078,2020-07-01,70s,850,82
1079,2020-07-01,80s,556,139
1080,2020-07-02,0s,194,0
1081,2020-07-02,10s,712,0
1082,2020-07-02,20s,3374,0
1083,2020-07-02,30s,1515,2
1084,2020-07-02,40s,1685,3
1085,2020-07-02,50s,2316,15
1086,2020-07-02,60s,1686,41
1087,2020-07-02,70s,864,82
1088,2020-07-02,80s,558,139
1089,2020-07-03,0s,196,0
1090,2020-07-03,10s,722,0
1091,2020-07-03,20s,3384,0
1092,2020-07-03,30s,1525,2
1093,2020-07-03,40s,1691,3
1094,2020-07-03,50s,2323,15
1095,2020-07-03,60s,1697,41
1096,2020-07-03,70s,868,82
1097,2020-07-03,80s,561,139
1098,2020-07-04,0s,199,0
1099,2020-07-04,10s,724,0
1100,2020-07-04,20s,3396,0
1101,2020-07-04,30s,1541,2
1102,2020-07-04,40s,1699,3
1103,2020-07-04,50s,2331,15
1104,2020-07-04,60s,1706,41
1105,2020-07-04,70s,870,82
1106,2020-07-04,80s,564,140
1107,2020-07-05,0s,202,0
1108,2020-07-05,10s,727,0
1109,2020-07-05,20s,3404,0
1110,2020-07-05,30s,1550,2
1111,2020-07-05,40s,1710,3
1112,2020-07-05,50s,2338,15
1113,2020-07-05,60s,1720,41
1114,2020-07-05,70s,876,82
1115,2020-07-05,80s,564,140
1116,2020-07-06,0s,206,0
1117,2020-07-06,10s,728,0
1118,2020-07-06,20s,3411,0
1119,2020-07-06,30s,1560,2
1120,2020-07-06,40s,1716,3
1121,2020-07-06,50s,2347,15
1122,2020-07-06,60s,1724,41
1123,2020-07-06,70s,878,83
1124,2020-07-06,80s,567,140
1125,2020-07-07,0s,207,0
1126,2020-07-07,10s,730,0
1127,2020-07-07,20s,3423,0
1128,2020-07-07,30s,1566,2
1129,2020-07-07,40s,1723,3
1130,2020-07-07,50s,2354,15
1131,2020-07-07,60s,1731,41
1132,2020-07-07,70s,880,83
1133,2020-07-07,80s,567,141
1134,2020-07-08,0s,208,0
1135,2020-07-08,10s,733,0
1136,2020-07-08,20s,3434,0
1137,2020-07-08,30s,1577,2
1138,2020-07-08,40s,1738,3
1139,2020-07-08,50s,2364,15
1140,2020-07-08,60s,1736,41
1141,2020-07-08,70s,886,83
1142,2020-07-08,80s,568,141
1143,2020-07-09,0s,210,0
1144,2020-07-09,10s,737,0
1145,2020-07-09,20s,3445,0
1146,2020-07-09,30s,1584,2
1147,2020-07-09,40s,1749,3
1148,2020-07-09,50s,2373,15
1149,2020-07-09,60s,1739,41
1150,2020-07-09,70s,887,83
1151,2020-07-09,80s,569,143
1152,2020-07-10,0s,213,0
1153,2020-07-10,10s,740,0
1154,2020-07-10,20s,3455,0
1155,2020-07-10,30s,1593,2
1156,2020-07-10,40s,1754,3
1157,2020-07-10,50s,2381,15
1158,2020-07-10,60s,1742,41
1159,2020-07-10,70s,890,83
1160,2020-07-10,80s,570,144
1161,2020-07-11,0s,214,0
1162,2020-07-11,10s,740,0
1163,2020-07-11,20s,3463,0
1164,2020-07-11,30s,1599,2
1165,2020-07-11,40s,1756,3
1166,2020-07-11,50s,2389,15
1167,2020-07-11,60s,1744,41
1168,2020-07-11,70s,894,83
1169,2020-07-11,80s,574,144
1170,2020-07-12,0s,216,0
1171,2020-07-12,10s,746,0
1172,2020-07-12,20s,3467,0
1173,2020-07-12,30s,1612,2
1174,2020-07-12,40s,1761,3
1175,2020-07-12,50s,2392,15
1176,2020-07-12,60s,1753,41
1177,2020-07-12,70s,895,84
1178,2020-07-12,80s,575,144
1179,2020-07-13,0s,219,0
1180,2020-07-13,10s,750,0
1181,2020-07-13,20s,3485,0
1182,2020-07-13,30s,1627,2
1183,2020-07-13,40s,1770,3
1184,2020-07-13,50s,2396,15
1185,2020-07-13,60s,1758,41
1186,2020-07-13,70s,898,84
1187,2020-07-13,80s,576,144
1188,2020-07-14,0s,221,0
1189,2020-07-14,10s,752,0
1190,2020-07-14,20s,3491,0
1191,2020-07-14,30s,1632,2
1192,2020-07-14,40s,1773,3
1193,2020-07-14,50s,2402,15
1194,2020-07-14,60s,1762,41
1195,2020-07-14,70s,902,84
1196,2020-07-14,80s,577,144
1197,2020-07-15,0s,222,0
1198,2020-07-15,10s,753,0
1199,2020-07-15,20s,3495,0
1200,2020-07-15,30s,1640,2
1201,2020-07-15,40s,1782,3
1202,2020-07-15,50s,2411,15
1203,2020-07-15,60s,1769,41
1204,2020-07-15,70s,902,84
1205,2020-07-15,80s,577,144
1206,2020-07-16,0s,221,0
1207,2020-07-16,10s,752,0
1208,2020-07-16,20s,3491,0
1209,2020-07-16,30s,1632,2
1210,2020-07-16,40s,1773,3
1211,2020-07-16,50s,2402,15
1212,2020-07-16,60s,1762,41
1213,2020-07-16,70s,902,86
1214,2020-07-16,80s,577,144
1215,2020-07-17,0s,231,0
1216,2020-07-17,10s,756,0
1217,2020-07-17,20s,3517,0
1218,2020-07-17,30s,1669,2
1219,2020-07-17,40s,1805,3
1220,2020-07-17,50s,2425,15
1221,2020-07-17,60s,1781,41
1222,2020-07-17,70s,908,86
1223,2020-07-17,80s,580,146
1224,2020-07-18,0s,234,0
1225,2020-07-18,10s,760,0
1226,2020-07-18,20s,3527,0
1227,2020-07-18,30s,1674,2
1228,2020-07-18,40s,1814,3
1229,2020-07-18,50s,2432,16
1230,2020-07-18,60s,1781,41
1231,2020-07-18,70s,909,86
1232,2020-07-18,80s,580,146
1233,2020-07-19,0s,237,0
1234,2020-07-19,10s,762,0
1235,2020-07-19,20s,3531,0
1236,2020-07-19,30s,1684,2
1237,2020-07-19,40s,1817,3
1238,2020-07-19,50s,2435,16
1239,2020-07-19,60s,1787,41
1240,2020-07-19,70s,911,86
1241,2020-07-19,80s,581,147
1242,2020-07-20,0s,239,0
1243,2020-07-20,10s,764,0
1244,2020-07-20,20s,3539,0
1245,2020-07-20,30s,1688,2
1246,2020-07-20,40s,1821,3
1247,2020-07-20,50s,2439,16
1248,2020-07-20,60s,1788,41
1249,2020-07-20,70s,911,87
1250,2020-07-20,80s,582,147
1251,2020-07-21,0s,240,0
1252,2020-07-21,10s,765,0
1253,2020-07-21,20s,3551,0
1254,2020-07-21,30s,1696,2
1255,2020-07-21,40s,1824,3
1256,2020-07-21,50s,2444,16
1257,2020-07-21,60s,1791,41
1258,2020-07-21,70s,919,87
1259,2020-07-21,80s,586,147
1260,2020-07-22,0s,240,0
1261,2020-07-22,10s,772,0
1262,2020-07-22,20s,3559,0
1263,2020-07-22,30s,1704,2
1264,2020-07-22,40s,1834,3
1265,2020-07-22,50s,2453,16
1266,2020-07-22,60s,1802,41
1267,2020-07-22,70s,925,87
1268,2020-07-22,80s,590,148
1269,2020-07-23,0s,240,0
1270,2020-07-23,10s,776,0
1271,2020-07-23,20s,3578,0
1272,2020-07-23,30s,1707,2
1273,2020-07-23,40s,1842,3
1274,2020-07-23,50s,2465,16
1275,2020-07-23,60s,1811,41
1276,2020-07-23,70s,929,87
1277,2020-07-23,80s,590,148
1278,2020-07-24,0s,241,0
1279,2020-07-24,10s,777,0
1280,2020-07-24,20s,3581,0
1281,2020-07-24,30s,1712,2
1282,2020-07-24,40s,1848,3
1283,2020-07-24,50s,2473,16
1284,2020-07-24,60s,1822,41
1285,2020-07-24,70s,933,88
1286,2020-07-24,80s,592,148
1287,2020-07-25,0s,242,0
1288,2020-07-25,10s,778,0
1289,2020-07-25,20s,3594,0
1290,2020-07-25,30s,1750,2
1291,2020-07-25,40s,1882,3
1292,2020-07-25,50s,2487,16
1293,2020-07-25,60s,1830,41
1294,2020-07-25,70s,935,88
1295,2020-07-25,80s,594,148
1296,2020-07-26,0s,242,0
1297,2020-07-26,10s,778,0
1298,2020-07-26,20s,3598,0
1299,2020-07-26,30s,1763,2
1300,2020-07-26,40s,1897,3
1301,2020-07-26,50s,2505,16
1302,2020-07-26,60s,1835,41
1303,2020-07-26,70s,936,88
1304,2020-07-26,80s,596,148
1305,2020-07-27,0s,243,0
1306,2020-07-27,10s,779,0
1307,2020-07-27,20s,3603,0
1308,2020-07-27,30s,1770,2
1309,2020-07-27,40s,1900,3
1310,2020-07-27,50s,2506,16
1311,2020-07-27,60s,1837,41
1312,2020-07-27,70s,940,89
1313,2020-07-27,80s,597,148
1314,2020-07-28,0s,245,0
1315,2020-07-28,10s,781,0
1316,2020-07-28,20s,3607,0
1317,2020-07-28,30s,1774,2
1318,2020-07-28,40s,1907,3
1319,2020-07-28,50s,2511,16
1320,2020-07-28,60s,1840,41
1321,2020-07-28,70s,941,90
1322,2020-07-28,80s,597,148
1323,2020-07-29,0s,245,0
1324,2020-07-29,10s,782,0
1325,2020-07-29,20s,3613,0
1326,2020-07-29,30s,1790,2
1327,2020-07-29,40s,1918,3
1328,2020-07-29,50s,2516,16
1329,2020-07-29,60s,1844,41
1330,2020-07-29,70s,946,90
1331,2020-07-29,80s,597,148
1332,2020-07-30,0s,245,0
1333,2020-07-30,10s,782,0
1334,2020-07-30,20s,3615,0
1335,2020-07-30,30s,1796,2
1336,2020-07-30,40s,1922,3
1337,2020-07-30,50s,2516,16
1338,2020-07-30,60s,1850,41
1339,2020-07-30,70s,946,90
1340,2020-07-30,80s,597,148
1341,2020-07-31,0s,246,0
1342,2020-07-31,10s,782,0
1343,2020-07-31,20s,3620,0
1344,2020-07-31,30s,1809,2
1345,2020-07-31,40s,1930,3
1346,2020-07-31,50s,2520,16
1347,2020-07-31,60s,1853,41
1348,2020-07-31,70s,947,90
1349,2020-07-31,80s,598,149
1350,2020-08-01,0s,247,0
1351,2020-08-01,10s,782,0
1352,2020-08-01,20s,3620,0
1353,2020-08-01,30s,1819,2
1354,2020-08-01,40s,1936,3
1355,2020-08-01,50s,2528,16
1356,2020-08-01,60s,1858,41
1357,2020-08-01,70s,948,90
1358,2020-08-01,80s,598,149
1359,2020-08-02,0s,249,0
1360,2020-08-02,10s,782,0
1361,2020-08-02,20s,3625,0
1362,2020-08-02,30s,1826,1
1363,2020-08-02,40s,1944,3
1364,2020-08-02,50s,2532,13
1365,2020-08-02,60s,1860,27
1366,2020-08-02,70s,949,60
1367,2020-08-02,80s,599,96
1368,2020-08-03,0s,251,0
1369,2020-08-03,10s,785,0
1370,2020-08-03,20s,3629,0
1371,2020-08-03,30s,1829,2
1372,2020-08-03,40s,1946,3
1373,2020-08-03,50s,2536,16
1374,2020-08-03,60s,1864,41
1375,2020-08-03,70s,950,90
1376,2020-08-03,80s,599,149
1377,2020-08-04,0s,255,0
1378,2020-08-04,10s,790,0
1379,2020-08-04,20s,3635,0
1380,2020-08-04,30s,1834,2
1381,2020-08-04,40s,1952,3
1382,2020-08-04,50s,2540,16
1383,2020-08-04,60s,1866,41
1384,2020-08-04,70s,950,90
1385,2020-08-04,80s,601,149
1386,2020-08-05,0s,256,0
1387,2020-08-05,10s,793,0
1388,2020-08-05,20s,3641,0
1389,2020-08-05,30s,1841,2
1390,2020-08-05,40s,1956,3
1391,2020-08-05,50s,2546,16
1392,2020-08-05,60s,1871,41
1393,2020-08-05,70s,951,90
1394,2020-08-05,80s,601,150
1395,2020-08-06,0s,256,0
1396,2020-08-06,10s,797,0
1397,2020-08-06,20s,3654,0
1398,2020-08-06,30s,1844,2
1399,2020-08-06,40s,1959,3
1400,2020-08-06,50s,2554,16
1401,2020-08-06,60s,1880,41
1402,2020-08-06,70s,954,90
1403,2020-08-06,80s,601,150
1404,2020-08-07,0s,256,0
1405,2020-08-07,10s,801,0
1406,2020-08-07,20s,3657,0
1407,2020-08-07,30s,1845,2
1408,2020-08-07,40s,1964,3
1409,2020-08-07,50s,2556,16
1410,2020-08-07,60s,1885,41
1411,2020-08-07,70s,954,90
1412,2020-08-07,80s,601,151
1413,2020-08-08,0s,257,0
1414,2020-08-08,10s,802,0
1415,2020-08-08,20s,3664,0
1416,2020-08-08,30s,1849,2
1417,2020-08-08,40s,1968,3
1418,2020-08-08,50s,2566,16
1419,2020-08-08,60s,1898,41
1420,2020-08-08,70s,957,90
1421,2020-08-08,80s,601,152
1422,2020-08-09,0s,261,0
1423,2020-08-09,10s,803,0
1424,2020-08-09,20s,3671,0
1425,2020-08-09,30s,1854,2
1426,2020-08-09,40s,1971,4
1427,2020-08-09,50s,2573,16
1428,2020-08-09,60s,1905,41
1429,2020-08-09,70s,957,90
1430,2020-08-09,80s,603,152
1431,2020-08-10,0s,261,0
1432,2020-08-10,10s,803,0
1433,2020-08-10,20s,3675,0
1434,2020-08-10,30s,1857,2
1435,2020-08-10,40s,1974,4
1436,2020-08-10,50s,2577,16
1437,2020-08-10,60s,1918,41
1438,2020-08-10,70s,958,90
1439,2020-08-10,80s,603,152
1440,2020-08-11,0s,261,0
1441,2020-08-11,10s,803,0
1442,2020-08-11,20s,3681,0
1443,2020-08-11,30s,1862,2
1444,2020-08-11,40s,1978,4
1445,2020-08-11,50s,2586,16
1446,2020-08-11,60s,1925,41
1447,2020-08-11,70s,961,90
1448,2020-08-11,80s,603,152
1449,2020-08-12,0s,262,0
1450,2020-08-12,10s,810,0
1451,2020-08-12,20s,3685,0
1452,2020-08-12,30s,1873,2
1453,2020-08-12,40s,1990,4
1454,2020-08-12,50s,2598,16
1455,2020-08-12,60s,1927,41
1456,2020-08-12,70s,964,90
1457,2020-08-12,80s,605,152
1458,2020-08-13,0s,264,0
1459,2020-08-13,10s,816,0
1460,2020-08-13,20s,3696,0
1461,2020-08-13,30s,1885,2
1462,2020-08-13,40s,1995,4
1463,2020-08-13,50s,2608,16
1464,2020-08-13,60s,1933,41
1465,2020-08-13,70s,966,90
1466,2020-08-13,80s,607,152
1467,2020-08-14,0s,268,0
1468,2020-08-14,10s,826,0
1469,2020-08-14,20s,3710,0
1470,2020-08-14,30s,1902,2
1471,2020-08-14,40s,2011,4
1472,2020-08-14,50s,2627,16
1473,2020-08-14,60s,1948,41
1474,2020-08-14,70s,972,90
1475,2020-08-14,80s,609,152
1476,2020-08-15,0s,272,0
1477,2020-08-15,10s,836,0
1478,2020-08-15,20s,3742,0
1479,2020-08-15,30s,1922,2
1480,2020-08-15,40s,2035,4
1481,2020-08-15,50s,2660,16
1482,2020-08-15,60s,1977,41
1483,2020-08-15,70s,983,90
1484,2020-08-15,80s,612,152
1485,2020-08-16,0s,275,0
1486,2020-08-16,10s,859,0
1487,2020-08-16,20s,3781,0
1488,2020-08-16,30s,1950,2
1489,2020-08-16,40s,2070,4
1490,2020-08-16,50s,2718,16
1491,2020-08-16,60s,2033,41
1492,2020-08-16,70s,1014,90
1493,2020-08-16,80s,618,152
1494,2020-08-17,0s,280,0
1495,2020-08-17,10s,872,0
1496,2020-08-17,20s,3803,0
1497,2020-08-17,30s,1977,2
1498,2020-08-17,40s,2093,4
1499,2020-08-17,50s,2756,16
1500,2020-08-17,60s,2081,41
1501,2020-08-17,70s,1028,90
1502,2020-08-17,80s,625,152
1503,2020-08-18,0s,285,0
1504,2020-08-18,10s,890,0
1505,2020-08-18,20s,3820,0
1506,2020-08-18,30s,2004,2
1507,2020-08-18,40s,2120,4
1508,2020-08-18,50s,2817,16
1509,2020-08-18,60s,2148,41
1510,2020-08-18,70s,1050,91
1511,2020-08-18,80s,627,152
1512,2020-08-19,0s,299,0
1513,2020-08-19,10s,907,0
1514,2020-08-19,20s,3849,0
1515,2020-08-19,30s,2036,2
1516,2020-08-19,40s,2159,4
1517,2020-08-19,50s,2875,16
1518,2020-08-19,60s,2220,41
1519,2020-08-19,70s,1079,91
1520,2020-08-19,80s,634,152
1521,2020-08-20,0s,311,0
1522,2020-08-20,10s,942,0
1523,2020-08-20,20s,3879,0
1524,2020-08-20,30s,2071,2
1525,2020-08-20,40s,2191,4
1526,2020-08-20,50s,2930,16
1527,2020-08-20,60s,2268,41
1528,2020-08-20,70s,1109,91
1529,2020-08-20,80s,645,153
1530,2020-08-21,0s,317,0
1531,2020-08-21,10s,961,0
1532,2020-08-21,20s,3921,0
1533,2020-08-21,30s,2111,2
1534,2020-08-21,40s,2233,4
1535,2020-08-21,50s,2991,16
1536,2020-08-21,60s,2342,41
1537,2020-08-21,70s,1143,93
1538,2020-08-21,80s,651,153
1539,2020-08-22,0s,328,0
1540,2020-08-22,10s,980,0
1541,2020-08-22,20s,3976,0
1542,2020-08-22,30s,2151,2
1543,2020-08-22,40s,2281,4
1544,2020-08-22,50s,3057,16
1545,2020-08-22,60s,2398,41
1546,2020-08-22,70s,1177,93
1547,2020-08-22,80s,654,153
1548,2020-08-23,0s,344,0
1549,2020-08-23,10s,1015,0
1550,2020-08-23,20s,4010,0
1551,2020-08-23,30s,2191,2
1552,2020-08-23,40s,2343,4
1553,2020-08-23,50s,3139,16
1554,2020-08-23,60s,2485,41
1555,2020-08-23,70s,1204,93
1556,2020-08-23,80s,668,153
1557,2020-08-24,0s,353,0
1558,2020-08-24,10s,1028,0
1559,2020-08-24,20s,4040,0
1560,2020-08-24,30s,2226,2
1561,2020-08-24,40s,2382,4
1562,2020-08-24,50s,3187,16
1563,2020-08-24,60s,2537,41
1564,2020-08-24,70s,1228,93
1565,2020-08-24,80s,684,153
1566,2020-08-25,0s,368,0
1567,2020-08-25,10s,1047,0
1568,2020-08-25,20s,4081,0
1569,2020-08-25,30s,2256,2
1570,2020-08-25,40s,2415,4
1571,2020-08-25,50s,3240,16
1572,2020-08-25,60s,2587,41
1573,2020-08-25,70s,1258,93
1574,2020-08-25,80s,693,154
1575,2020-08-26,0s,381,0
1576,2020-08-26,10s,1060,0
1577,2020-08-26,20s,4118,0
1578,2020-08-26,30s,2303,2
1579,2020-08-26,40s,2457,4
1580,2020-08-26,50s,3300,16
1581,2020-08-26,60s,2644,41
1582,2020-08-26,70s,1292,93
1583,2020-08-26,80s,710,156
1584,2020-08-27,0s,390,0
1585,2020-08-27,10s,1087,0
1586,2020-08-27,20s,4170,0
1587,2020-08-27,30s,2353,2
1588,2020-08-27,40s,2527,4
1589,2020-08-27,50s,3408,16
1590,2020-08-27,60s,2709,41
1591,2020-08-27,70s,1333,94
1592,2020-08-27,80s,729,156
1593,2020-08-28,0s,406,0
1594,2020-08-28,10s,1104,0
1595,2020-08-28,20s,4202,0
1596,2020-08-28,30s,2401,2
1597,2020-08-28,40s,2580,4
1598,2020-08-28,50s,3481,16
1599,2020-08-28,60s,2773,41
1600,2020-08-28,70s,1381,94
1601,2020-08-28,80s,749,159
1602,2020-08-29,0s,422,0
1603,2020-08-29,10s,1122,0
1604,2020-08-29,20s,4233,0
1605,2020-08-29,30s,2437,2
1606,2020-08-29,40s,2627,4
1607,2020-08-29,50s,3535,16
1608,2020-08-29,60s,2840,42
1609,2020-08-29,70s,1417,95
1610,2020-08-29,80s,767,162
1611,2020-08-30,0s,432,0
1612,2020-08-30,10s,1134,0
1613,2020-08-30,20s,4277,0
1614,2020-08-30,30s,2476,2
1615,2020-08-30,40s,2664,4
1616,2020-08-30,50s,3590,16
1617,2020-08-30,60s,2913,42
1618,2020-08-30,70s,1438,96
1619,2020-08-30,80s,775,163
1620,2020-08-31,0s,442,0
1621,2020-08-31,10s,1145,0
1622,2020-08-31,20s,4320,0
1623,2020-08-31,30s,2491,2
1624,2020-08-31,40s,2692,4
1625,2020-08-31,50s,3639,16
1626,2020-08-31,60s,2968,42
1627,2020-08-31,70s,1464,97
1628,2020-08-31,80s,786,163
